combat_id,timestamp,event,source,target,spell_name,amount,effective_amount,type,zone_id,zone_name
0,3/4/2026 16:43:10.8051,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Holy Light,31514,0,heal,0,
0,3/4/2026 16:43:10.8061,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Resplendent Light,2521,0,heal,0,
0,3/4/2026 16:43:10.8071,SPELL_HEAL,Auraka-TheMaelstrom-EU,Cripplingdep-Karazhan-EU,Resplendent Light,2668,0,heal,0,
0,3/4/2026 16:43:10.8071,SPELL_HEAL,Auraka-TheMaelstrom-EU,Bananinnminn-TheMaelstrom-EU,Resplendent Light,2633,0,heal,0,
0,3/4/2026 16:43:10.8071,SPELL_HEAL,Auraka-TheMaelstrom-EU,Aqrimera-Deathwing-EU,Resplendent Light,2668,0,heal,0,
0,3/4/2026 16:43:10.8071,SPELL_HEAL,Auraka-TheMaelstrom-EU,Felcamino-TheMaelstrom-EU,Resplendent Light,3260,0,heal,0,
0,3/4/2026 16:44:12.7031,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,1763,0,heal,0,
1,3/4/2026 16:44:12.7051,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,124,124,damage,0,Silvermoon City
1,3/4/2026 16:44:12.7111,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,62,62,damage,0,Silvermoon City
1,3/4/2026 16:44:13.3191,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Judgment,2267,2267,damage,0,Silvermoon City
1,3/4/2026 16:44:13.6201,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,62,62,damage,0,Silvermoon City
1,3/4/2026 16:44:14.2391,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Holy Shock,2323,2323,damage,0,Silvermoon City
1,3/4/2026 16:44:14.4871,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,60,60,damage,0,Silvermoon City
1,3/4/2026 16:44:15.2391,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Melee,-1,-1,damage,0,Silvermoon City
1,3/4/2026 16:44:15.4561,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,123,123,damage,0,Silvermoon City
1,3/4/2026 16:44:15.7051,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,30,heal,0,Silvermoon City
1,3/4/2026 16:44:16.2391,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,125,125,damage,0,Silvermoon City
1,3/4/2026 16:44:16.5571,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Crusader Strike,3331,3331,damage,0,Silvermoon City
1,3/4/2026 16:44:16.6571,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Avenging Crusader,5134,544,heal,0,Silvermoon City
1,3/4/2026 16:44:16.6571,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Lesser Weapon,1175,1175,damage,0,Silvermoon City
1,3/4/2026 16:44:16.6571,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,61,0,heal,0,Silvermoon City
1,3/4/2026 16:44:17.0911,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,61,61,damage,0,Silvermoon City
1,3/4/2026 16:44:17.6241,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Melee,-1,-1,damage,0,Silvermoon City
1,3/4/2026 16:44:17.6241,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,30,heal,0,Silvermoon City
1,3/4/2026 16:44:17.9421,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Crusader Strike,3672,3672,damage,0,Silvermoon City
1,3/4/2026 16:44:17.9431,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Avenging Crusader,5661,1405,heal,0,Silvermoon City
1,3/4/2026 16:44:17.9431,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Lesser Weapon,1176,1176,damage,0,Silvermoon City
1,3/4/2026 16:44:18.0571,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,61,61,damage,0,Silvermoon City
1,3/4/2026 16:44:18.7081,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
1,3/4/2026 16:44:18.9251,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,62,62,damage,0,Silvermoon City
1,3/4/2026 16:44:19.5591,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
1,3/4/2026 16:44:19.5591,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,3526,0,heal,0,Silvermoon City
1,3/4/2026 16:44:19.5611,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,120,120,damage,0,Silvermoon City
1,3/4/2026 16:44:19.5611,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,1763,1763,heal,0,Silvermoon City
1,3/4/2026 16:44:19.5611,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,63,63,damage,0,Silvermoon City
1,3/4/2026 16:44:19.5611,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Hammer of Wrath,2914,2914,damage,0,Silvermoon City
1,3/4/2026 16:44:19.5621,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Avenging Crusader,3145,74,heal,0,Silvermoon City
1,3/4/2026 16:44:19.6591,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Lesser Weapon,1176,1176,damage,0,Silvermoon City
1,3/4/2026 16:44:19.6591,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
1,3/4/2026 16:44:19.7921,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,61,61,damage,0,Silvermoon City
1,3/4/2026 16:44:19.9261,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Melee,-1,-1,damage,0,Silvermoon City
1,3/4/2026 16:44:20.4261,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,122,122,damage,0,Silvermoon City
1,3/4/2026 16:44:20.5601,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
1,3/4/2026 16:44:20.7761,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
1,3/4/2026 16:44:20.7771,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,125,125,damage,0,Silvermoon City
1,3/4/2026 16:44:21.3281,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,60,60,damage,0,Silvermoon City
1,3/4/2026 16:44:21.5941,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,Silvermoon City
1,3/4/2026 16:44:21.5941,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,60,60,damage,0,Silvermoon City
1,3/4/2026 16:44:21.7281,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,Silvermoon City
1,3/4/2026 16:44:22.2111,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,61,61,damage,0,Silvermoon City
1,3/4/2026 16:44:22.3131,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Holy Shock,3008,3008,damage,0,Silvermoon City
1,3/4/2026 16:44:22.4301,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Lesser Weapon,1176,1176,damage,0,Silvermoon City
1,3/4/2026 16:44:22.4301,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,60,60,damage,0,Silvermoon City
1,3/4/2026 16:44:22.5621,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,Silvermoon City
1,3/4/2026 16:44:22.5621,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Melee,-1,-1,damage,0,Silvermoon City
1,3/4/2026 16:44:22.7291,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,Silvermoon City
1,3/4/2026 16:44:23.1121,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,61,61,damage,0,Silvermoon City
1,3/4/2026 16:44:23.3151,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Consecration,60,60,damage,0,Silvermoon City
1,3/4/2026 16:44:23.5801,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,Silvermoon City
1,3/4/2026 16:44:23.5811,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Lightforged Blessing,763,0,heal,0,Silvermoon City
1,3/4/2026 16:44:23.5821,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Shield of the Righteous,2076,2076,damage,0,Silvermoon City
1,3/4/2026 16:44:23.5821,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Sacred Weapon,2291,0,heal,0,Silvermoon City
1,3/4/2026 16:44:23.6801,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Shining Righteousness,2538,2538,damage,0,Silvermoon City
0,3/4/2026 16:44:23.6811,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Tideshell Crab,Lesser Weapon,1176,1176,damage,0,
0,3/4/2026 16:44:23.6821,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Brought to Light,3819,0,heal,0,
0,3/4/2026 16:44:23.6821,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,
0,3/4/2026 16:44:24.5641,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,31,0,heal,0,
0,3/4/2026 16:44:24.7301,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,61,0,heal,0,
0,3/4/2026 16:44:25.4971,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,
0,3/4/2026 16:44:26.5661,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,61,0,heal,0,
0,3/4/2026 16:45:38.8751,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,1763,0,heal,0,
2,3/4/2026 16:45:38.8761,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
2,3/4/2026 16:45:38.9901,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,60,60,damage,0,Silvermoon City
2,3/4/2026 16:45:39.6581,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Judgment,2307,2307,damage,0,Silvermoon City
2,3/4/2026 16:45:40.0251,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,60,60,damage,0,Silvermoon City
2,3/4/2026 16:45:40.8761,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,121,121,damage,0,Silvermoon City
2,3/4/2026 16:45:41.0271,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Holy Shock,2576,2576,damage,0,Silvermoon City
2,3/4/2026 16:45:41.8271,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
2,3/4/2026 16:45:42.3781,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Melee,-1,-1,damage,0,Silvermoon City
2,3/4/2026 16:45:43.3791,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,Silvermoon City
2,3/4/2026 16:45:43.3791,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,1763,0,heal,0,Silvermoon City
2,3/4/2026 16:45:43.3801,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
2,3/4/2026 16:45:43.3801,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
2,3/4/2026 16:45:43.3801,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Judgment,2273,2273,damage,0,Silvermoon City
2,3/4/2026 16:45:44.2621,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,61,61,damage,0,Silvermoon City
2,3/4/2026 16:45:44.3961,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,Silvermoon City
2,3/4/2026 16:45:44.6791,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Melee,-1,-1,damage,0,Silvermoon City
2,3/4/2026 16:45:44.6811,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Holy Shock,3144,3144,damage,0,Silvermoon City
0,3/4/2026 16:45:44.6821,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Brought to Light,3819,0,heal,0,
0,3/4/2026 16:45:45.3351,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,
0,3/4/2026 16:45:46.3321,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,61,0,heal,0,
0,3/4/2026 16:45:47.3981,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,
0,3/4/2026 16:46:26.1971,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,1763,0,heal,0,
3,3/4/2026 16:46:26.3511,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,60,60,damage,0,Silvermoon City
3,3/4/2026 16:46:26.3531,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,59,59,damage,0,Silvermoon City
3,3/4/2026 16:46:27.0141,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Judgment,4482,4482,damage,0,Silvermoon City
3,3/4/2026 16:46:27.1301,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Hammer and Anvil,1235,0,heal,0,Silvermoon City
3,3/4/2026 16:46:27.1311,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
3,3/4/2026 16:46:27.9681,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Holy Shock,2686,2686,damage,0,Silvermoon City
3,3/4/2026 16:46:27.9681,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
3,3/4/2026 16:46:28.7831,SWING_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Melee,-1,-1,damage,0,Silvermoon City
3,3/4/2026 16:46:28.9001,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
3,3/4/2026 16:46:29.2171,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Lightforged Blessing,763,0,heal,0,Silvermoon City
3,3/4/2026 16:46:29.2181,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Shield of the Righteous,2106,2106,damage,0,Silvermoon City
0,3/4/2026 16:46:29.3351,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Shining Righteousness,2490,2490,damage,0,
0,3/4/2026 16:46:29.3351,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Brought to Light,3819,0,heal,0,
0,3/4/2026 16:46:30.2321,SPELL_PERIODIC_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Golden Path,30,0,heal,0,
4,3/4/2026 16:46:58.6281,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Holy Shock,2104,2104,damage,0,Silvermoon City
4,3/4/2026 16:47:01.3091,SPELL_HEAL,Auraka-TheMaelstrom-EU,Auraka-TheMaelstrom-EU,Truth Prevails,3527,0,heal,0,Silvermoon City
4,3/4/2026 16:47:01.3111,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
4,3/4/2026 16:47:01.3111,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Consecration,62,62,damage,0,Silvermoon City
4,3/4/2026 16:47:01.7921,SPELL_DAMAGE,Auraka-TheMaelstrom-EU,Sea Jewel,Judgment,4641,4641,damage,0,Silvermoon City
